"","rcid","short_name","issue"
"1382",3055,"nu","Nuclear weapons and nuclear material"
"1383",3101,"nu","Nuclear weapons and nuclear material"
"1384",3119,"nu","Nuclear weapons and nuclear material"
"1385",3123,"nu","Nuclear weapons and nuclear material"
"1386",3124,"nu","Nuclear weapons and nuclear material"
"1387",3125,"nu","Nuclear weapons and nuclear material"
"1388",3126,"nu","Nuclear weapons and nuclear material"
"1389",3127,"nu","Nuclear weapons and nuclear material"
"1390",3128,"nu","Nuclear weapons and nuclear material"
"1391",3129,"nu","Nuclear weapons and nuclear material"
"1392",3131,"nu","Nuclear weapons and nuclear material"
"1393",3132,"nu","Nuclear weapons and nuclear material"
"1394",3135,"nu","Nuclear weapons and nuclear material"
"1395",3136,"nu","Nuclear weapons and nuclear material"
"1396",3144,"nu","Nuclear weapons and nuclear material"
"1397",3145,"nu","Nuclear weapons and nuclear material"
"1398",3147,"nu","Nuclear weapons and nuclear material"
"1399",3149,"nu","Nuclear weapons and nuclear material"
"1400",3151,"nu","Nuclear weapons and nuclear material"
"1401",3152,"nu","Nuclear weapons and nuclear material"
"1402",3159,"nu","Nuclear weapons and nuclear material"
"1403",3198,"nu","Nuclear weapons and nuclear material"
"1404",3274,"nu","Nuclear weapons and nuclear material"
"1405",3277,"nu","Nuclear weapons and nuclear material"
"1406",3303,"nu","Nuclear weapons and nuclear material"
"1407",3304,"nu","Nuclear weapons and nuclear material"
"1408",3305,"nu","Nuclear weapons and nuclear material"
"1409",3306,"nu","Nuclear weapons and nuclear material"
"1410",3307,"nu","Nuclear weapons and nuclear material"
"1411",3308,"nu","Nuclear weapons and nuclear material"
"1412",3310,"nu","Nuclear weapons and nuclear material"
"1413",3311,"nu","Nuclear weapons and nuclear material"
"1414",3320,"nu","Nuclear weapons and nuclear material"
"1415",3321,"nu","Nuclear weapons and nuclear material"
"1416",3324,"nu","Nuclear weapons and nuclear material"
"1417",3326,"nu","Nuclear weapons and nuclear material"
"1418",3328,"nu","Nuclear weapons and nuclear material"
"1419",3331,"nu","Nuclear weapons and nuclear material"
"1420",3333,"nu","Nuclear weapons and nuclear material"
"1421",3334,"nu","Nuclear weapons and nuclear material"
"1422",3335,"nu","Nuclear weapons and nuclear material"
"1423",3339,"nu","Nuclear weapons and nuclear material"
"1424",3341,"nu","Nuclear weapons and nuclear material"
"1425",3398,"nu","Nuclear weapons and nuclear material"
"1426",3401,"nu","Nuclear weapons and nuclear material"
"1427",3443,"nu","Nuclear weapons and nuclear material"
"1428",3444,"nu","Nuclear weapons and nuclear material"
"1429",3445,"nu","Nuclear weapons and nuclear material"
"1430",3446,"nu","Nuclear weapons and nuclear material"
"1431",3447,"nu","Nuclear weapons and nuclear material"
"1432",3448,"nu","Nuclear weapons and nuclear material"
"1433",3449,"nu","Nuclear weapons and nuclear material"
"1434",3451,"nu","Nuclear weapons and nuclear material"
"1435",3452,"nu","Nuclear weapons and nuclear material"
"1436",3455,"nu","Nuclear weapons and nuclear material"
"1437",3461,"nu","Nuclear weapons and nuclear material"
"1438",3465,"nu","Nuclear weapons and nuclear material"
"1439",3468,"nu","Nuclear weapons and nuclear material"
"1440",3469,"nu","Nuclear weapons and nuclear material"
"1441",3474,"nu","Nuclear weapons and nuclear material"
"1442",3476,"nu","Nuclear weapons and nuclear material"
"1443",3477,"nu","Nuclear weapons and nuclear material"
"1444",3479,"nu","Nuclear weapons and nuclear material"
"1445",3514,"nu","Nuclear weapons and nuclear material"
"1446",3515,"nu","Nuclear weapons and nuclear material"
"1447",3516,"nu","Nuclear weapons and nuclear material"
"1448",3517,"nu","Nuclear weapons and nuclear material"
"1449",3518,"nu","Nuclear weapons and nuclear material"
"1450",3519,"nu","Nuclear weapons and nuclear material"
"1451",3522,"nu","Nuclear weapons and nuclear material"
"1452",3523,"nu","Nuclear weapons and nuclear material"
"1453",3525,"nu","Nuclear weapons and nuclear material"
"1454",3526,"nu","Nuclear weapons and nuclear material"
"1455",3527,"nu","Nuclear weapons and nuclear material"
"1456",3532,"nu","Nuclear weapons and nuclear material"
"1457",3533,"nu","Nuclear weapons and nuclear material"
"1458",3535,"nu","Nuclear weapons and nuclear material"
"1459",3538,"nu","Nuclear weapons and nuclear material"
"1460",3580,"nu","Nuclear weapons and nuclear material"
"1461",3581,"nu","Nuclear weapons and nuclear material"
"1462",3593,"nu","Nuclear weapons and nuclear material"
"1463",3594,"nu","Nuclear weapons and nuclear material"
"1464",3595,"nu","Nuclear weapons and nuclear material"
"1465",3596,"nu","Nuclear weapons and nuclear material"
"1466",3598,"nu","Nuclear weapons and nuclear material"
"1467",3601,"nu","Nuclear weapons and nuclear material"
"1468",3603,"nu","Nuclear weapons and nuclear material"
"1469",3604,"nu","Nuclear weapons and nuclear material"
"1470",3608,"nu","Nuclear weapons and nuclear material"
"1471",3641,"nu","Nuclear weapons and nuclear material"
"1472",3642,"nu","Nuclear weapons and nuclear material"
"1473",3675,"nu","Nuclear weapons and nuclear material"
"1474",3676,"nu","Nuclear weapons and nuclear material"
"1475",3677,"nu","Nuclear weapons and nuclear material"
"1476",3678,"nu","Nuclear weapons and nuclear material"
"1477",3680,"nu","Nuclear weapons and nuclear material"
"1478",3683,"nu","Nuclear weapons and nuclear material"
"1479",3684,"nu","Nuclear weapons and nuclear material"
"1480",3687,"nu","Nuclear weapons and nuclear material"
"1481",3722,"nu","Nuclear weapons and nuclear material"
"1482",3723,"nu","Nuclear weapons and nuclear material"
"1483",3768,"nu","Nuclear weapons and nuclear material"
"1484",3769,"nu","Nuclear weapons and nuclear material"
"1485",3770,"nu","Nuclear weapons and nuclear material"
"1486",3777,"nu","Nuclear weapons and nuclear material"
"1487",3778,"nu","Nuclear weapons and nuclear material"
"1488",3833,"nu","Nuclear weapons and nuclear material"
"1489",3834,"nu","Nuclear weapons and nuclear material"
"1490",3835,"nu","Nuclear weapons and nuclear material"
"1491",3839,"nu","Nuclear weapons and nuclear material"
"1492",3840,"nu","Nuclear weapons and nuclear material"
"1493",3842,"nu","Nuclear weapons and nuclear material"
"1494",3843,"nu","Nuclear weapons and nuclear material"
"1495",3846,"nu","Nuclear weapons and nuclear material"
"1496",3847,"nu","Nuclear weapons and nuclear material"
"1497",3849,"nu","Nuclear weapons and nuclear material"
"1498",3924,"nu","Nuclear weapons and nuclear material"
"1499",3925,"nu","Nuclear weapons and nuclear material"
"1500",3926,"nu","Nuclear weapons and nuclear material"
"1501",3928,"nu","Nuclear weapons and nuclear material"
"1502",3930,"nu","Nuclear weapons and nuclear material"
"1503",3933,"nu","Nuclear weapons and nuclear material"
"1504",3937,"nu","Nuclear weapons and nuclear material"
"1505",3938,"nu","Nuclear weapons and nuclear material"
"1506",3939,"nu","Nuclear weapons and nuclear material"
"1507",3940,"nu","Nuclear weapons and nuclear material"
"1508",3941,"nu","Nuclear weapons and nuclear material"
"1509",3962,"nu","Nuclear weapons and nuclear material"
"1510",3978,"nu","Nuclear weapons and nuclear material"
"1511",3979,"nu","Nuclear weapons and nuclear material"
"1512",3981,"nu","Nuclear weapons and nuclear material"
"1513",3982,"nu","Nuclear weapons and nuclear material"
"1514",3985,"nu","Nuclear weapons and nuclear material"
"1515",3987,"nu","Nuclear weapons and nuclear material"
"1516",3989,"nu","Nuclear weapons and nuclear material"
"1517",3990,"nu","Nuclear weapons and nuclear material"
"1518",3993,"nu","Nuclear weapons and nuclear material"
"1519",3995,"nu","Nuclear weapons and nuclear material"
"1520",3997,"nu","Nuclear weapons and nuclear material"
"1521",4046,"nu","Nuclear weapons and nuclear material"
"1522",4047,"nu","Nuclear weapons and nuclear material"
"1523",4054,"nu","Nuclear weapons and nuclear material"
"1524",4055,"nu","Nuclear weapons and nuclear material"
"1525",4056,"nu","Nuclear weapons and nuclear material"
"1526",4057,"nu","Nuclear weapons and nuclear material"
"1527",4058,"nu","Nuclear weapons and nuclear material"
"1528",4061,"nu","Nuclear weapons and nuclear material"
"1529",4063,"nu","Nuclear weapons and nuclear material"
"1530",4137,"nu","Nuclear weapons and nuclear material"
"1531",4140,"nu","Nuclear weapons and nuclear material"
"1532",4141,"nu","Nuclear weapons and nuclear material"
"1533",4147,"nu","Nuclear weapons and nuclear material"
"1534",4149,"nu","Nuclear weapons and nuclear material"
"1535",4151,"nu","Nuclear weapons and nuclear material"
"1536",4152,"nu","Nuclear weapons and nuclear material"
"1537",4153,"nu","Nuclear weapons and nuclear material"
"1538",4154,"nu","Nuclear weapons and nuclear material"
"1539",4155,"nu","Nuclear weapons and nuclear material"
"1540",4156,"nu","Nuclear weapons and nuclear material"
"1541",4180,"nu","Nuclear weapons and nuclear material"
"1542",4184,"nu","Nuclear weapons and nuclear material"
"1543",4186,"nu","Nuclear weapons and nuclear material"
"1544",4188,"nu","Nuclear weapons and nuclear material"
"1545",4189,"nu","Nuclear weapons and nuclear material"
"1546",4192,"nu","Nuclear weapons and nuclear material"
"1547",4193,"nu","Nuclear weapons and nuclear material"
"1548",4196,"nu","Nuclear weapons and nuclear material"
"1549",4197,"nu","Nuclear weapons and nuclear material"
"1550",4200,"nu","Nuclear weapons and nuclear material"
"1551",4243,"nu","Nuclear weapons and nuclear material"
"1552",4247,"nu","Nuclear weapons and nuclear material"
"1553",4248,"nu","Nuclear weapons and nuclear material"
"1554",4249,"nu","Nuclear weapons and nuclear material"
"1555",4252,"nu","Nuclear weapons and nuclear material"
"1556",4254,"nu","Nuclear weapons and nuclear material"
"1557",4255,"nu","Nuclear weapons and nuclear material"
"1558",4258,"nu","Nuclear weapons and nuclear material"
"1559",4259,"nu","Nuclear weapons and nuclear material"
"1560",4260,"nu","Nuclear weapons and nuclear material"
"1561",4261,"nu","Nuclear weapons and nuclear material"
"1562",4310,"nu","Nuclear weapons and nuclear material"
"1563",4314,"nu","Nuclear weapons and nuclear material"
"1564",4316,"nu","Nuclear weapons and nuclear material"
"1565",4319,"nu","Nuclear weapons and nuclear material"
"1566",4320,"nu","Nuclear weapons and nuclear material"
"1567",4322,"nu","Nuclear weapons and nuclear material"
"1568",4323,"nu","Nuclear weapons and nuclear material"
"1569",4324,"nu","Nuclear weapons and nuclear material"
"1570",4325,"nu","Nuclear weapons and nuclear material"
"1571",4332,"nu","Nuclear weapons and nuclear material"
"1572",4375,"nu","Nuclear weapons and nuclear material"
"1573",4377,"nu","Nuclear weapons and nuclear material"
"1574",4379,"nu","Nuclear weapons and nuclear material"
"1575",4380,"nu","Nuclear weapons and nuclear material"
"1576",4387,"nu","Nuclear weapons and nuclear material"
"1577",4391,"nu","Nuclear weapons and nuclear material"
"1578",4392,"nu","Nuclear weapons and nuclear material"
"1579",4393,"nu","Nuclear weapons and nuclear material"
"1580",4394,"nu","Nuclear weapons and nuclear material"
"1581",4395,"nu","Nuclear weapons and nuclear material"
"1582",4396,"nu","Nuclear weapons and nuclear material"
"1583",4397,"nu","Nuclear weapons and nuclear material"
"1584",4492,"nu","Nuclear weapons and nuclear material"
"1585",4493,"nu","Nuclear weapons and nuclear material"
"1586",4494,"nu","Nuclear weapons and nuclear material"
"1587",4497,"nu","Nuclear weapons and nuclear material"
"1588",4499,"nu","Nuclear weapons and nuclear material"
"1589",4503,"nu","Nuclear weapons and nuclear material"
"1590",4506,"nu","Nuclear weapons and nuclear material"
"1591",4509,"nu","Nuclear weapons and nuclear material"
"1592",4510,"nu","Nuclear weapons and nuclear material"
"1593",4511,"nu","Nuclear weapons and nuclear material"
"1594",4520,"nu","Nuclear weapons and nuclear material"
"1595",4561,"nu","Nuclear weapons and nuclear material"
"1596",4563,"nu","Nuclear weapons and nuclear material"
"1597",4564,"nu","Nuclear weapons and nuclear material"
"1598",4565,"nu","Nuclear weapons and nuclear material"
"1599",4567,"nu","Nuclear weapons and nuclear material"
"1600",4570,"nu","Nuclear weapons and nuclear material"
"1601",4571,"nu","Nuclear weapons and nuclear material"
"1602",4572,"nu","Nuclear weapons and nuclear material"
"1603",4573,"nu","Nuclear weapons and nuclear material"
"1604",4580,"nu","Nuclear weapons and nuclear material"
"1605",4581,"nu","Nuclear weapons and nuclear material"
"1606",4591,"nu","Nuclear weapons and nuclear material"
"1607",4622,"nu","Nuclear weapons and nuclear material"
"1608",4625,"nu","Nuclear weapons and nuclear material"
"1609",4630,"nu","Nuclear weapons and nuclear material"
"1610",4633,"nu","Nuclear weapons and nuclear material"
"1611",4634,"nu","Nuclear weapons and nuclear material"
"1612",4636,"nu","Nuclear weapons and nuclear material"
"1613",4637,"nu","Nuclear weapons and nuclear material"
"1614",4639,"nu","Nuclear weapons and nuclear material"
"1615",4640,"nu","Nuclear weapons and nuclear material"
"1616",4641,"nu","Nuclear weapons and nuclear material"
"1617",4656,"nu","Nuclear weapons and nuclear material"
"1618",4675,"nu","Nuclear weapons and nuclear material"
"1619",4677,"nu","Nuclear weapons and nuclear material"
"1620",4679,"nu","Nuclear weapons and nuclear material"
"1621",4680,"nu","Nuclear weapons and nuclear material"
"1622",4681,"nu","Nuclear weapons and nuclear material"
"1623",4684,"nu","Nuclear weapons and nuclear material"
"1624",4687,"nu","Nuclear weapons and nuclear material"
"1625",4690,"nu","Nuclear weapons and nuclear material"
"1626",4691,"nu","Nuclear weapons and nuclear material"
"1627",4698,"nu","Nuclear weapons and nuclear material"
"1628",4701,"nu","Nuclear weapons and nuclear material"
"1629",4703,"nu","Nuclear weapons and nuclear material"
"1630",4704,"nu","Nuclear weapons and nuclear material"
"1631",4755,"nu","Nuclear weapons and nuclear material"
"1632",4756,"nu","Nuclear weapons and nuclear material"
"1633",4759,"nu","Nuclear weapons and nuclear material"
"1634",4761,"nu","Nuclear weapons and nuclear material"
"1635",4765,"nu","Nuclear weapons and nuclear material"
"1636",4766,"nu","Nuclear weapons and nuclear material"
"1637",4768,"nu","Nuclear weapons and nuclear material"
"1638",4772,"nu","Nuclear weapons and nuclear material"
"1639",4773,"nu","Nuclear weapons and nuclear material"
"1640",4776,"nu","Nuclear weapons and nuclear material"
"1641",4777,"nu","Nuclear weapons and nuclear material"
"1642",4778,"nu","Nuclear weapons and nuclear material"
"1643",4834,"nu","Nuclear weapons and nuclear material"
"1644",4843,"nu","Nuclear weapons and nuclear material"
"1645",4845,"nu","Nuclear weapons and nuclear material"
"1646",4846,"nu","Nuclear weapons and nuclear material"
"1647",4848,"nu","Nuclear weapons and nuclear material"
"1648",4851,"nu","Nuclear weapons and nuclear material"
"1649",4854,"nu","Nuclear weapons and nuclear material"
"1650",4856,"nu","Nuclear weapons and nuclear material"
"1651",4857,"nu","Nuclear weapons and nuclear material"
"1652",4858,"nu","Nuclear weapons and nuclear material"
"1653",4861,"nu","Nuclear weapons and nuclear material"
"1654",4863,"nu","Nuclear weapons and nuclear material"
"1655",4866,"nu","Nuclear weapons and nuclear material"
"1656",4989,"nu","Nuclear weapons and nuclear material"
"1657",4991,"nu","Nuclear weapons and nuclear material"
"1658",4992,"nu","Nuclear weapons and nuclear material"
"1659",4994,"nu","Nuclear weapons and nuclear material"
"1660",4995,"nu","Nuclear weapons and nuclear material"
"1661",4998,"nu","Nuclear weapons and nuclear material"
"1662",4999,"nu","Nuclear weapons and nuclear material"
"1663",5001,"nu","Nuclear weapons and nuclear material"
"1664",5003,"nu","Nuclear weapons and nuclear material"
"1665",5004,"nu","Nuclear weapons and nuclear material"
"1666",5005,"nu","Nuclear weapons and nuclear material"
"1667",5006,"nu","Nuclear weapons and nuclear material"
"1668",5007,"nu","Nuclear weapons and nuclear material"
"1669",5057,"nu","Nuclear weapons and nuclear material"
"1670",5061,"nu","Nuclear weapons and nuclear material"
"1671",5065,"nu","Nuclear weapons and nuclear material"
"1672",5068,"nu","Nuclear weapons and nuclear material"
"1673",5069,"nu","Nuclear weapons and nuclear material"
"1674",5070,"nu","Nuclear weapons and nuclear material"
"1675",5073,"nu","Nuclear weapons and nuclear material"
"1676",5074,"nu","Nuclear weapons and nuclear material"
"1677",5075,"nu","Nuclear weapons and nuclear material"
"1678",5076,"nu","Nuclear weapons and nuclear material"
"1679",5077,"nu","Nuclear weapons and nuclear material"
"1680",5078,"nu","Nuclear weapons and nuclear material"
"1681",5079,"nu","Nuclear weapons and nuclear material"
"1682",5147,"nu","Nuclear weapons and nuclear material"
"1683",5149,"nu","Nuclear weapons and nuclear material"
"1684",5152,"nu","Nuclear weapons and nuclear material"
"1685",5155,"nu","Nuclear weapons and nuclear material"
"1686",5156,"nu","Nuclear weapons and nuclear material"
"1687",5157,"nu","Nuclear weapons and nuclear material"
"1688",5158,"nu","Nuclear weapons and nuclear material"
"1689",5159,"nu","Nuclear weapons and nuclear material"
"1690",5161,"nu","Nuclear weapons and nuclear material"
"1691",5162,"nu","Nuclear weapons and nuclear material"
"1692",5164,"nu","Nuclear weapons and nuclear material"
"1693",5165,"nu","Nuclear weapons and nuclear material"
"1694",5189,"nu","Nuclear weapons and nuclear material"
"1695",5191,"nu","Nuclear weapons and nuclear material"
"1696",5193,"nu","Nuclear weapons and nuclear material"
"1697",5194,"nu","Nuclear weapons and nuclear material"
"1698",5198,"nu","Nuclear weapons and nuclear material"
"1699",5201,"nu","Nuclear weapons and nuclear material"
"1700",5202,"nu","Nuclear weapons and nuclear material"
"1701",5203,"nu","Nuclear weapons and nuclear material"
"1702",5204,"nu","Nuclear weapons and nuclear material"
"1703",5205,"nu","Nuclear weapons and nuclear material"
"1704",5206,"nu","Nuclear weapons and nuclear material"
"1705",5207,"nu","Nuclear weapons and nuclear material"
"1706",5209,"nu","Nuclear weapons and nuclear material"
"1707",5210,"nu","Nuclear weapons and nuclear material"
"1708",5211,"nu","Nuclear weapons and nuclear material"
"1709",5257,"nu","Nuclear weapons and nuclear material"
"1710",5261,"nu","Nuclear weapons and nuclear material"
"1711",5262,"nu","Nuclear weapons and nuclear material"
"1712",5264,"nu","Nuclear weapons and nuclear material"
"1713",5265,"nu","Nuclear weapons and nuclear material"
"1714",5266,"nu","Nuclear weapons and nuclear material"
"1715",5269,"nu","Nuclear weapons and nuclear material"
"1716",5270,"nu","Nuclear weapons and nuclear material"
"1717",5272,"nu","Nuclear weapons and nuclear material"
"1718",5273,"nu","Nuclear weapons and nuclear material"
"1719",5274,"nu","Nuclear weapons and nuclear material"
"1720",5275,"nu","Nuclear weapons and nuclear material"
"1721",5322,"nu","Nuclear weapons and nuclear material"
"1722",5326,"nu","Nuclear weapons and nuclear material"
"1723",5327,"nu","Nuclear weapons and nuclear material"
"1724",5328,"nu","Nuclear weapons and nuclear material"
"1725",5329,"nu","Nuclear weapons and nuclear material"
"1726",5330,"nu","Nuclear weapons and nuclear material"
"1727",5331,"nu","Nuclear weapons and nuclear material"
"1728",5334,"nu","Nuclear weapons and nuclear material"
"1729",5336,"nu","Nuclear weapons and nuclear material"
"1730",5340,"nu","Nuclear weapons and nuclear material"
"1731",5344,"nu","Nuclear weapons and nuclear material"
"1732",5346,"nu","Nuclear weapons and nuclear material"
"1733",5347,"nu","Nuclear weapons and nuclear material"
"1734",5348,"nu","Nuclear weapons and nuclear material"
"1735",5403,"nu","Nuclear weapons and nuclear material"
"1736",5406,"nu","Nuclear weapons and nuclear material"
"1737",5408,"nu","Nuclear weapons and nuclear material"
"1738",5409,"nu","Nuclear weapons and nuclear material"
"1739",5410,"nu","Nuclear weapons and nuclear material"
"1740",5411,"nu","Nuclear weapons and nuclear material"
"1741",5412,"nu","Nuclear weapons and nuclear material"
"1742",5413,"nu","Nuclear weapons and nuclear material"
"1743",5416,"nu","Nuclear weapons and nuclear material"
"1744",5417,"nu","Nuclear weapons and nuclear material"
"1745",5418,"nu","Nuclear weapons and nuclear material"
"1746",5419,"nu","Nuclear weapons and nuclear material"
"1747",5420,"nu","Nuclear weapons and nuclear material"
"1748",5421,"nu","Nuclear weapons and nuclear material"
"1749",5424,"nu","Nuclear weapons and nuclear material"
"1750",5425,"nu","Nuclear weapons and nuclear material"
"1751",5427,"nu","Nuclear weapons and nuclear material"
"1752",5428,"nu","Nuclear weapons and nuclear material"
"1753",5429,"nu","Nuclear weapons and nuclear material"
"1754",5498,"nu","Nuclear weapons and nuclear material"
"1755",5499,"nu","Nuclear weapons and nuclear material"
"1756",5501,"nu","Nuclear weapons and nuclear material"
"1757",5507,"nu","Nuclear weapons and nuclear material"
"1758",5511,"nu","Nuclear weapons and nuclear material"
"1759",5512,"nu","Nuclear weapons and nuclear material"
"1760",5513,"nu","Nuclear weapons and nuclear material"
"1761",5515,"nu","Nuclear weapons and nuclear material"
"1762",5516,"nu","Nuclear weapons and nuclear material"
"1763",5517,"nu","Nuclear weapons and nuclear material"
"1764",5518,"nu","Nuclear weapons and nuclear material"
"1765",5519,"nu","Nuclear weapons and nuclear material"
"1766",5522,"nu","Nuclear weapons and nuclear material"
"1767",5523,"nu","Nuclear weapons and nuclear material"
"1768",5527,"nu","Nuclear weapons and nuclear material"
"1769",5528,"nu","Nuclear weapons and nuclear material"
"1770",5529,"nu","Nuclear weapons and nuclear material"
"1771",5530,"nu","Nuclear weapons and nuclear material"
"1772",5594,"nu","Nuclear weapons and nuclear material"
"1773",5592,"nu","Nuclear weapons and nuclear material"
"1774",5595,"nu","Nuclear weapons and nuclear material"
"1775",5596,"nu","Nuclear weapons and nuclear material"
"1776",5599,"nu","Nuclear weapons and nuclear material"
"1777",5600,"nu","Nuclear weapons and nuclear material"
"1778",5601,"nu","Nuclear weapons and nuclear material"
"1779",5602,"nu","Nuclear weapons and nuclear material"
"1780",5605,"nu","Nuclear weapons and nuclear material"
"1781",5606,"nu","Nuclear weapons and nuclear material"
"1782",5607,"nu","Nuclear weapons and nuclear material"
"1783",5613,"nu","Nuclear weapons and nuclear material"
"1784",5615,"nu","Nuclear weapons and nuclear material"
"1785",5617,"nu","Nuclear weapons and nuclear material"
"1786",5618,"nu","Nuclear weapons and nuclear material"
"1787",5619,"nu","Nuclear weapons and nuclear material"
"1788",5640,"nu","Nuclear weapons and nuclear material"
"1789",5643,"nu","Nuclear weapons and nuclear material"
"1790",5647,"nu","Nuclear weapons and nuclear material"
"1791",5651,"nu","Nuclear weapons and nuclear material"
"1792",5665,"nu","Nuclear weapons and nuclear material"
"1793",5667,"nu","Nuclear weapons and nuclear material"
"1794",5668,"nu","Nuclear weapons and nuclear material"
"1795",5677,"nu","Nuclear weapons and nuclear material"
"1796",5681,"nu","Nuclear weapons and nuclear material"
"1797",5682,"nu","Nuclear weapons and nuclear material"
"1798",5683,"nu","Nuclear weapons and nuclear material"
"1799",5695,"nu","Nuclear weapons and nuclear material"
"1800",5696,"nu","Nuclear weapons and nuclear material"
"1801",5697,"nu","Nuclear weapons and nuclear material"
"1802",5700,"nu","Nuclear weapons and nuclear material"
"1803",5701,"nu","Nuclear weapons and nuclear material"
"1804",5702,"nu","Nuclear weapons and nuclear material"
"1805",5703,"nu","Nuclear weapons and nuclear material"
"1806",5704,"nu","Nuclear weapons and nuclear material"
"1807",5723,"nu","Nuclear weapons and nuclear material"
"1808",5724,"nu","Nuclear weapons and nuclear material"
"1809",5725,"nu","Nuclear weapons and nuclear material"
"1810",5729,"nu","Nuclear weapons and nuclear material"
"1811",5741,"nu","Nuclear weapons and nuclear material"
"1812",5742,"nu","Nuclear weapons and nuclear material"
"1813",5743,"nu","Nuclear weapons and nuclear material"
"1814",5745,"nu","Nuclear weapons and nuclear material"
"1815",5757,"nu","Nuclear weapons and nuclear material"
"1816",5758,"nu","Nuclear weapons and nuclear material"
"1817",5760,"nu","Nuclear weapons and nuclear material"
"1818",5761,"nu","Nuclear weapons and nuclear material"
"1819",5762,"nu","Nuclear weapons and nuclear material"
"1820",5784,"nu","Nuclear weapons and nuclear material"
"1821",5794,"nu","Nuclear weapons and nuclear material"
"1822",5797,"nu","Nuclear weapons and nuclear material"
"1823",5808,"nu","Nuclear weapons and nuclear material"
"1824",5809,"nu","Nuclear weapons and nuclear material"
"1825",5811,"nu","Nuclear weapons and nuclear material"
"1826",5824,"nu","Nuclear weapons and nuclear material"
"1827",5826,"nu","Nuclear weapons and nuclear material"
"1828",5835,"nu","Nuclear weapons and nuclear material"
"1829",5848,"nu","Nuclear weapons and nuclear material"
"1830",5849,"nu","Nuclear weapons and nuclear material"
"1831",5850,"nu","Nuclear weapons and nuclear material"
"1832",5859,"nu","Nuclear weapons and nuclear material"
"1833",5860,"nu","Nuclear weapons and nuclear material"
"1834",5861,"nu","Nuclear weapons and nuclear material"
"1835",5868,"nu","Nuclear weapons and nuclear material"
"1836",5869,"nu","Nuclear weapons and nuclear material"
"1837",5870,"nu","Nuclear weapons and nuclear material"
"1838",5871,"nu","Nuclear weapons and nuclear material"
"1839",5874,"nu","Nuclear weapons and nuclear material"
"1840",5875,"nu","Nuclear weapons and nuclear material"
"1841",5881,"nu","Nuclear weapons and nuclear material"
"1842",5883,"nu","Nuclear weapons and nuclear material"
"1843",5891,"nu","Nuclear weapons and nuclear material"
"1844",5901,"nu","Nuclear weapons and nuclear material"
"1845",5903,"nu","Nuclear weapons and nuclear material"
"1846",5905,"nu","Nuclear weapons and nuclear material"
"1847",5910,"nu","Nuclear weapons and nuclear material"
"1848",5912,"nu","Nuclear weapons and nuclear material"
"1849",5915,"nu","Nuclear weapons and nuclear material"
"1850",5921,"nu","Nuclear weapons and nuclear material"
"1851",5924,"nu","Nuclear weapons and nuclear material"
"1852",5925,"nu","Nuclear weapons and nuclear material"
"1853",5926,"nu","Nuclear weapons and nuclear material"
"1854",5930,"nu","Nuclear weapons and nuclear material"
"1855",5934,"nu","Nuclear weapons and nuclear material"
"1856",5943,"nu","Nuclear weapons and nuclear material"
"1857",5950,"nu","Nuclear weapons and nuclear material"
"1858",5953,"nu","Nuclear weapons and nuclear material"
"1859",5954,"nu","Nuclear weapons and nuclear material"
"1860",5956,"nu","Nuclear weapons and nuclear material"
"1861",5964,"nu","Nuclear weapons and nuclear material"
"1862",5980,"nu","Nuclear weapons and nuclear material"
"1863",5982,"nu","Nuclear weapons and nuclear material"
"1864",5983,"nu","Nuclear weapons and nuclear material"
"1865",5985,"nu","Nuclear weapons and nuclear material"
"1866",5991,"nu","Nuclear weapons and nuclear material"
"1867",5997,"nu","Nuclear weapons and nuclear material"
"1868",5999,"nu","Nuclear weapons and nuclear material"
"1869",6001,"nu","Nuclear weapons and nuclear material"
"1870",6009,"nu","Nuclear weapons and nuclear material"
"1871",6018,"nu","Nuclear weapons and nuclear material"
"1872",6020,"nu","Nuclear weapons and nuclear material"
"1873",6021,"nu","Nuclear weapons and nuclear material"
"1874",6025,"nu","Nuclear weapons and nuclear material"
"1875",6030,"nu","Nuclear weapons and nuclear material"
"1876",6031,"nu","Nuclear weapons and nuclear material"
"1877",6032,"nu","Nuclear weapons and nuclear material"
"1878",6036,"nu","Nuclear weapons and nuclear material"
"1879",6040,"nu","Nuclear weapons and nuclear material"
"1880",6041,"nu","Nuclear weapons and nuclear material"
"1881",6043,"nu","Nuclear weapons and nuclear material"
"1882",6044,"nu","Nuclear weapons and nuclear material"
"1883",6056,"nu","Nuclear weapons and nuclear material"
"1884",6069,"nu","Nuclear weapons and nuclear material"
"1885",6074,"nu","Nuclear weapons and nuclear material"
"1886",6075,"nu","Nuclear weapons and nuclear material"
"1887",6076,"nu","Nuclear weapons and nuclear material"
"1888",6077,"nu","Nuclear weapons and nuclear material"
"1889",6078,"nu","Nuclear weapons and nuclear material"
"1890",6080,"nu","Nuclear weapons and nuclear material"
"1891",6081,"nu","Nuclear weapons and nuclear material"
"1892",6083,"nu","Nuclear weapons and nuclear material"
"1893",6084,"nu","Nuclear weapons and nuclear material"
"1894",6086,"nu","Nuclear weapons and nuclear material"
"1895",6091,"nu","Nuclear weapons and nuclear material"
"1896",6093,"nu","Nuclear weapons and nuclear material"
"1897",6094,"nu","Nuclear weapons and nuclear material"
"1898",6095,"nu","Nuclear weapons and nuclear material"
"1899",6096,"nu","Nuclear weapons and nuclear material"
